Competitor / Fictitious LLC Name
 ABARNARE LLC
1 Barajas LLC
"Safe Harbor 123, LLC"
"Sagara Spring, LLC"
"Sagara Spring, LLC aka Black Square "
"Sagara Spring, LLC aka BSF"
"Sagara Spring, LLC dba Black Square Financial "
"Sahara I, LLC"
SAIPH CAPITAL LLC
Sand Pointe aka Novation
"SANDINO INT, LLC"
"Sanus, LLC"
"SAPPHIRE VALLEY GROUP, LLC"
"Sapphire Valley Group, LLC"
"Seabrook Funding, LLC"
"Seabrook Funding, LLC dba Funding Direct www.fdirect.org"
Secure Transfer LLC
"Secure Transfer, LLC"
"Sempra Finance, LLC"
"Sempra Finance, LLC aka Right Way Funding, LLC "
"Sempra Finance, LLC D/B/A Rightway Funding"
"Sempra Finance, LLC DBA Rightway"
"Sempra Finance, LLC DBA Rightway Funding"
"Senate Square Services, LLC"
"Senate Square Services, LLC d/b/a Fortune Settlement Solutions"
"Senate Square Svcs, LLC DBA Fortune Settlement Solutions"
Seneca One
"Seneca Originations, LLC"
Sequoia Companies LLC aka Intelifund
"Sequoia Companies LLC aka Palm Harbor, Brendan Franks"
"Sequoia Companies LLC aka Palm Harbor, Brendan Franks, Intelifund"
"Sequoia Companies LLC aka Palm Harbor, Intelifund Brendan Franks"
"Sequoia Companies, LLC aka Intelifund"
"Sequoia Companies, LLC aka Intelifund Financial Group, LLC"
"Serv A.C., LLC aka JG"
"Service One Group, LLC"
Set Square LLC
"SET SQUARE, LLC"
Settlement Capital Corp
"Settlement Resources of  NY, LTD"
"Settlement Resources of New York, LTD"
"SETTLEMENT RESOURCES OF NEW YORK, LTD"
"Settlement Resources of New York, Ltd."
"Settlement Resources of NY, LTD"
Settlement Street Financial probably Black Square Financial
"Seven Sixth Finance, LLC"
"SEVENTH FLOOR FINANCIAL, LLC"
SF Propiedades
SFC Options DBA Novation Capital
"Shenfield Services, LLC"
Shephard Douglas LLC
Sherwood Funding LLC
"Shopen, LLC aka Cash Express"
"Silvertree Settlement Funding, LLC"
Singer Asset
Singer Asset Finance
Sint Camelin LLC
Sky Mesa aka Novation
"Skyline Drive, LLC"
"Sletta Mills, LLC"
"Smith Clark, LLC"
"SMT Advisors, LLC"
"SOFLO Settlement Solutions, LLC"
"Somerville Funding, LLC"
"Sone Strategic Solutions, LLC aka Seneca One"
Sonrisas aka Novation
SOUTHEASTERN RECOVERY SOLUTIONS LLC
SOUTHEASTERN RECOVERY SOLUTIONS LLC D/B/A LIBERTY
"Southern Resorts, LLC"
"Southgate Coppice, LLC"
"Sparwood, LLC d/b/a Black Square Financial"
"Sparwood, LLC d/b/a d/b/a Black Square Financial"
"Sparwood, LLC dba Black Square Financial"
"Sparwood, LLC dba BSF"
"Spotlight Settlements, LLC"
"SRH Family, LLC"
"SRH Family, LLC DBA Lions Grace"
SS COLLEZIONI aka Novation
SS EXCHANGE LLC
SSA Rescue LLC
"SSA Rescue, LLC"
Standard Management Services Incorporated
Stanford Billings LLC
Stardate Future LLC
"Starlight Cove, LLC"
"STARLIGHT COVE, LLC"
"STARLIGHT COVE, LLC d/b/a Black Square"
"STEEL CITY HOLDING, LLC"
Steelhorse Industries aka Fast Annuity
"Stephan, LLC aka DRB Capital"
"Sterling Lodge, LLC"
"Stockfail, LLC"
Stone Street
Stone Street Capital
STONE STREET CAPITAL
"STONE STREET CAPITAL OF CALIFORNIA, LLC"
"STONE STREET CAPITAL, LLC"
"Stone Street Capital, LLC"
"STONE STREET CAPITAL, LLC "
STONE STREET ORIGINATIONS LLC
Stone Street Originations LLC
"Stone Street Originations, LLC"
"Stone Street Originations, LLC aka JG"
"STONE STREET ORIGINATIONS, LLC v. JOSEPH SANFILIPPO et al"
"STONE STREET ORIGINATORS, LLC"
Stone Street Originiations LLC
Stratcap Investments
"Stratcap Investments, Inc"
"Stratcap Investments, Inc."
"Strategic SF, LLC"
Streamline Funding
"Structured Settlement Lending Services, LLC"
"Structured Advisors, LLC"
Structured Asset Funding
Structured Asset Funding now Peachtree
"Structured Originations, LLC"
"Structured Originations, LLC aka JG"
"Structured Settlement Capital, LLC"
"STRUCTURED SETTLEMENT CAPITAL, LLC aka Structured Asset"
"Structured Settlement Services, LLC aka Structured Asset"
Structured Synergy LLC
Stuctured Asset Funding
"SUMMERCOURT, LLC"
"SUMMERCOURT, LLC D/B/A Lions Grace"
Sunflower Services aka Novation
Sunny Sky
Sunny Sky aka Novation
Sunshine Miss LLC
"Sustainable Freedom, LLC"
"Swinglyne, LLC aka American Settlement Funding"
Symetra Assigned Benefits Service Company
SYMETRA ASSIGNED BENEFITS SERVICE COMPANY
SYMETRA ASSIGNED BENEFITS SERVICE COMPANY SERVICE COMPANY
T.F.RA LLC
"T.F.RA, LLC"
TAK TIME LLC
Tak Time LLC
"Tampolo Bay, LLC"
"Tanner 221, LLC aka Catalina"
"Tavistock First, LLC"
"Taylor Brown, LLC"
"Taylor Brown, LLC aka DRB Capital "
Tea Cups Search aka Novation
TEDWORTH RECEIVABLES LLC
"Terrapin, LLC"
"Terrapin1, LLC"
"Thames Tiger, LLC"
The Village at Squaw aka Novation
"Thompason, LLC"
"Thompason, LLC d/b/a DRB Capital"
"Thyolo Fay, LLC"
"Tiger Parrish, LLC"
"TJS Assessors, LLC"
"Top Level Consulting, LLC"
"Township Plaza, LLC"
"Township Plaza, LLC DBA Rising Capital"
"Track LD, LLC"
Transamerica Life Insur Co
Transamerica Life Insurance Company
Transamerica Premier Life Insurance Company
Trellis Lake aka Structured Asset
Triangle Line LLC
Tristar Momentum Inc
True Vision Funding
"Trueblue, LLC aka Catalina"
"Truegold44, LLC pretty sure this is Liberty that Jim called me about"
"Twin Lakes Resources, LLC"
UGN LLC maybe Peachtree
United States Periodic Payment Assignment Co
United Transfers LLC
Untitled Transfers LLC
US Annuity was Aikman Structured Finance
"US Court Cash, LLC"
Valor Funding
"Valor Funding, LLC"
"Valor Funding, LLC https://www.linkedin.com/in/josephmpizzuto"
VasaRama
"Vendare, LLC aka JG"
"Vendare, LLC aka Peachtree"
"Vexala Vale, LLC"
"Vince Vilma, LLC"
"VINCE VILMA, LLC aka Fortune Funding was R.M.D.S. LLC DBA Rightway"
Vintage Equity Group LLC
"Vintage Equity Group, LLC"
"Vintage Equity, LLC"
VIP SERVICES CORPORATION aka Genex
"VIS-10N, LLC aka Catalina"
"Vista Properties, LLC"
"Vukovich Research, LLC"
"W-2500 Mariner, LLC aka Catalina"
"W.a.h.o.o. 33, LLC"
"W.A.H.O.O. 33, LLC"
"W.L. Lams, LLC"
"Wagstaff, LLC"
"Wall-Ace, LLC aka JG"
"Ward Lane, LLC aka Client First"
WAS JG Wentworth NOW High Point Funding
"Waterbeach, LLC"
"Waterbeach, LLC - http://search.sunbiz.org/Inquiry/corporationsearch/SearchResultDetail?inquirytype=EntityName&amp;directionType=ForwardList&amp;searchNameOrder=LINN%20P080000168950&amp;aggregateId=domp-p08000016895-7b040eb7-c5fe-42ba-a88a-06609f852941&am"
WePayMore Funding LLC
"WePayMore Funding, LLC"
Whispering Pines
"White Square Box, LLC"
"Wignall Transactions, LLC"
Wilcac Life Insur Co
Wilcac Life Insurance Company
"Wild Rock, LLC"
"Willow Bay, LLC"
"Wilson Palmer, LLC"
"Wilton Re Structured Settlements, Inc"
"Winterfall Funding, LLC"
"WORLD CIRCUS STARS, LLC"
WPM funding and JG Wentworth
"WPMF Holdings, LLC"
"WPMF Holdings, LLC aka WePayMore Funding"
"WPPR, LLC"
"WPPR, LLC DBA Lion Grace"
"WSC Consulting, LLC dba We Pay More Funding"
"Y.I.E., LLC aka JG"
"YAMIZO 14, LLC"
"Yellow Buckeye, LLC"
"Young Faithful, LLC"
"Z. Mer & Man, LLC"
"Zardano, LLC dba American Settlement Funding"
"Zed Audit, LLC"
"Zolar Way, LLC"
"Zolar Way, LLC aka Black Square Financial"
"Zolar Way, LLC d/b/a Black Square Financial"
